traj_idx,frame,x,y,z
0,0,0.0,0.0,0.0
0,1,-1.5326038304085527,-2.027459995884951,0.0
0,2,-0.40032632941289464,-0.48092026169335883,0.0
0,3,-1.6028605704444372,-0.9037693759977777,0.0
0,4,0.1386791781608468,-1.5290394636622686,0.0
0,5,0.11975322566186658,-1.9810588138296026,0.0
0,6,2.8142379963575648,-1.8841784108344422,0.0
0,7,0.5295788780355164,-0.8189061288496785,0.0
0,8,0.22051000521583825,-1.5134179630596012,0.0
1,0,0.0,0.0,0.0
1,1,0.06110589219527336,-0.9052729920114363,0.0
1,2,0.6303219999505142,0.024887570151582744,0.0
1,3,-0.6641698288527412,-1.0395156015162168,0.0
2,0,0.0,0.0,0.0
2,1,-1.9776594047589624,2.0437126979350952,0.0
2,2,-2.297085962067164,0.6168038550465843,0.0
3,0,0.0,0.0,0.0
3,1,1.89250139370609,2.567629520404256,0.0
3,2,2.982549777907118,1.4511019170397395,0.0
3,3,2.2071776884469125,1.334789368400395,0.0
4,0,0.0,0.0,0.0
4,1,2.3945033664970277,0.1112023595604813,0.0
4,2,-0.403325969381207,0.12447286952474557,0.0
4,3,-0.9481512659155498,0.8353086793378396,0.0
4,4,-0.97516647116649,2.4012874287338795,0.0
5,0,0.0,0.0,0.0
5,1,0.44035904518153335,0.24643352783302197,0.0
5,2,1.8579447125493322,0.23055010094435013,0.0
5,3,0.9562916137042765,1.0854578329543294,0.0
5,4,1.1202396926842355,-1.4087869791281236,0.0
6,0,0.0,0.0,0.0
6,1,-0.512502416088336,0.5387605591617115,0.0
6,2,1.0827776118409727,-0.15617786794073907,0.0
7,0,0.0,0.0,0.0
7,1,0.14055426437920993,-0.09286352848016977,0.0
7,2,3.245977884378284,0.49435828881631005,0.0
8,0,0.0,0.0,0.0
8,1,0.06348797609482904,2.361466655873697,0.0
8,2,-1.8004704836280268,2.7985692246451657,0.0
8,3,-1.2324341109376271,1.9805630984175633,0.0
8,4,2.1990708487511856,-1.0229125119594007,0.0
