traj_idx,frame,x,y,z
0,0,0.020048082453532907,0.039939592002110426,0.0
0,1,0.38040840415392585,-0.22513392055396897,0.0
0,2,-0.09379035013073334,-1.5522113499052126,0.0
1,0,0.020048082453532907,0.039939592002110426,0.0
1,1,1.7206973841300797,1.4538044758781616,0.0
1,2,1.3827146925574023,2.1796480985849236,0.0
1,3,1.0399053920035388,1.2228302651913974,0.0
1,4,-0.26728399928710816,0.03053156994740018,0.0
2,0,0.020048082453532907,0.039939592002110426,0.0
2,1,-2.027675194675807,2.48118490278096,0.0
2,2,-1.0419551393028805,2.84336196028529,0.0
2,3,-1.4944016395760185,4.3388666737344765,0.0
2,4,-2.57528118024689,3.0607712495993535,0.0
3,0,0.020048082453532907,0.039939592002110426,0.0
3,1,-1.5539050168832573,-2.6049766248307735,0.0
3,2,-2.3992572072791174,-6.311332692767024,0.0
4,0,0.020048082453532907,0.039939592002110426,0.0
4,1,0.7196329353069585,-0.281692098154569,0.0
4,2,0.10603620744077467,-0.296442949340579,0.0
4,3,-0.5956223434311729,-1.9832606794655758,0.0
4,4,-1.299355550942517,-4.738180949314403,0.0
5,0,0.020048082453532907,0.039939592002110426,0.0
5,1,-1.9096079464827733,0.08433627809537636,0.0
5,2,-1.084790451967712,0.12412642554062613,0.0
6,0,0.020048082453532907,0.039939592002110426,0.0
6,1,-0.3345887521012221,1.0926651256036186,0.0
6,2,-3.170112157692947,-0.7798956896921887,0.0
6,3,-2.0593449401739523,-0.3501524953438947,0.0
6,4,-3.8844908023935036,-0.5711106091560058,0.0
6,5,-7.260414927112672,1.4411860564528607,0.0
6,6,-7.9998973019003445,1.5780899968959867,0.0
6,7,-6.223309292766031,3.5489191552565216,0.0
7,0,0.020048082453532907,0.039939592002110426,0.0
7,1,0.472464717433017,-0.2194734011231378,0.0
7,2,1.6884323926876013,1.3885444405185232,0.0
7,3,1.2570090525390474,0.9020953910936135,0.0
8,0,0.020048082453532907,0.039939592002110426,0.0
8,1,-0.007644892921759655,0.756518169694066,0.0
8,2,-2.435295467179016,2.781077925973106,0.0
8,3,-2.972732807067246,1.6192385482078704,0.0
8,4,-3.7514623406695553,2.4137470914948738,0.0
8,5,-6.695883274754271,2.1972840620742238,0.0
9,0,0.020048082453532907,0.039939592002110426,0.0
9,1,-1.4800412430769312,-0.48734415075294013,0.0
9,2,-2.066816096612531,0.36923721229822015,0.0
9,3,-2.0332298991707294,0.9275545122728638,0.0
10,0,0.020048082453532907,0.039939592002110426,0.0
10,1,0.45264921186666696,2.2969067620209698,0.0
10,2,0.0368254577152768,-0.06752494230628382,0.0
11,0,0.020048082453532907,0.039939592002110426,0.0
11,1,0.5765082239473976,0.6672895386979023,0.0
11,2,1.2223309504785862,-1.2034307552178096,0.0
12,0,0.020048082453532907,0.039939592002110426,0.0
12,1,-0.16041813616515646,-1.334837071052622,0.0
12,2,-0.7073735642798676,-1.1252018296074022,0.0
13,0,0.020048082453532907,0.039939592002110426,0.0
13,1,0.5614046193562165,0.27229486307519235,0.0
13,2,0.9954060931686427,-1.4547847060133716,0.0
13,3,2.4412245345014787,-3.756389056614329,0.0
13,4,2.4279544784280906,-2.171661785193163,0.0
13,5,1.8240903325169244,-2.556738894098881,0.0
13,6,1.4262266961761856,-3.2554215528389907,0.0
13,7,4.132188941506267,-4.646628991936738,0.0
13,8,4.826877913548178,-4.098991112867603,0.0
14,0,0.020048082453532907,0.039939592002110426,0.0
14,1,1.0225253225505786,0.2844986387944184,0.0
